plate,status,title,pageid,source_page,download_url,original_url,original_sha1,download_sha256,normalized_sha256,license,license_url,artist,credit,source_local,width,height
53,downloaded public-domain source; crop unreviewed,File:53 Painted Finch.jpg,8720821,https://commons.wikimedia.org/wiki/File:53_Painted_Finch.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/53_Painted_Finch.jpg/1920px-53_Painted_Finch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/9/9c/53_Painted_Finch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,d3e65c23f075ce036df82b8185261384be410e0b,2935e6e13203f52d25d40d923ce0cc420504c318a1f2ecc2d73cfe56d7c21fc4,1417d47dda732aa1909d62a04663fb7f60ddb5722b2515ada86530b98bed79a4,Public domain,,John James Audubon,University of Pittsburgh,sources/053.png,1245,1800
56,downloaded public-domain source; crop unreviewed,File:56 Red-shouldered Hawk.jpg,8720935,https://commons.wikimedia.org/wiki/File:56_Red-shouldered_Hawk.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/56_Red-shouldered_Hawk.jpg/1920px-56_Red-shouldered_Hawk.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/4/4b/56_Red-shouldered_Hawk.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,9a305807083252e1f9069e32d60f1bbc8194b10b,5bb178903aa9e7f0d7888911069b50e2426c65bd4d900c34538eb183b5c30067,e6f0c21c50454f9d3b03c877ffe643418c7645a6d690fc2cf7f23309ab5f118b,Public domain,,John James Audubon,University of Pittsburgh,sources/056.png,1248,1800
57,downloaded public-domain source; crop unreviewed,File:57 Loggerhead Shrike.jpg,8720972,https://commons.wikimedia.org/wiki/File:57_Loggerhead_Shrike.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/57_Loggerhead_Shrike.jpg/1920px-57_Loggerhead_Shrike.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/a/a8/57_Loggerhead_Shrike.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,f1cc9fc7b5b2dd7c5cd16f00cd0e3f9711ae5486,8e77e8923103db5b44444053c83ecd88b8647ef0dcfb7b3319e551e1a7f72880,564962f2ee4452f08f897847fa98bc8a302d6a68d8242eb195c7cdb01f65bb21,Public domain,,John James Audubon,University of Pittsburgh,sources/057.png,1247,1800
58,downloaded public-domain source; crop unreviewed,File:58 Hermit Thrush.jpg,8721002,https://commons.wikimedia.org/wiki/File:58_Hermit_Thrush.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/58_Hermit_Thrush.jpg/1920px-58_Hermit_Thrush.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/b/b9/58_Hermit_Thrush.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,04057c08f9b1fa58f02315f8cd277c4f0a63ec98,588cda06764d5977650be0f533b6f18e4fed435b5b80d36726dd26ec7de99bc3,0a05bc7bab1b0eef588ef58e3af7978df01ba35ecb5cb19de5b92669868b5ed1,Public domain,,John James Audubon,University of Pittsburgh,sources/058.png,1249,1800
59,downloaded public-domain source; crop unreviewed,File:59 Chestnut-sided Warbler.jpg,8721026,https://commons.wikimedia.org/wiki/File:59_Chestnut-sided_Warbler.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/59_Chestnut-sided_Warbler.jpg/1920px-59_Chestnut-sided_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/e/e0/59_Chestnut-sided_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,a6c438a062d8be68cf54db6dd89d14786ed57c96,e2b8a95860403380344269fa844dcb893205a8193e7db4961cd9a463e5dc7a7e,a2bc387d7f86c8f71630ce2740d604f15ed7d9137f8a7243610f9097547ff467,Public domain,,John James Audubon,University of Pittsburgh,sources/059.png,1244,1800
61,downloaded public-domain source; crop unreviewed,File:61 Great Horned Owl.jpg,8721126,https://commons.wikimedia.org/wiki/File:61_Great_Horned_Owl.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/61_Great_Horned_Owl.jpg/1920px-61_Great_Horned_Owl.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/8/80/61_Great_Horned_Owl.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2216a8cbdf10b6faa063f0d09f2e386feee624ef,ddb49965a8517f22ec1725ba5c70dccfa9e7f5288ee11ac1b7e95185b5f20999,4e551744c2c9fcf0c083f32abb5247a537abbc3f3b6c8649c54284e2855ab120,Public domain,,John James Audubon,University of Pittsburgh,sources/061.png,1248,1800
64,downloaded public-domain source; crop unreviewed,File:64 Swamp Sparrow.jpg,8732740,https://commons.wikimedia.org/wiki/File:64_Swamp_Sparrow.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/64_Swamp_Sparrow.jpg/1920px-64_Swamp_Sparrow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/3/32/64_Swamp_Sparrow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,7aa6a0ade2dd53515d71ab9fdd314ec4070603c4,a927c863410fc8c4a2f82529728398b82db995f898b4c764f0fe107dd4db46df,bd3adedd18ba4c8b0789a3655baaf4cf596c39b5e47f4d8103eba7cd20cb734d,Public domain,,John James Audubon,University of Pittsburgh,sources/064.png,1253,1800
66,downloaded public-domain source; crop unreviewed,File:66 Ivory-billed Woodpecker.jpg,8732744,https://commons.wikimedia.org/wiki/File:66_Ivory-billed_Woodpecker.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/66_Ivory-billed_Woodpecker.jpg/1920px-66_Ivory-billed_Woodpecker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/d/d0/66_Ivory-billed_Woodpecker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1bef83043c35a8e52415e95a0e07cd1670f21d4f,c0d7b3925302746a42bd9359ac3b93595bb8faf901b386c7f8cfac4b0002559f,cab0dff2bce092f977438436779b148f444342007f9204c16dc494f31dd98e9b,Public domain,,John James Audubon,"University of Pittsburgh, Audubon's Birds of America, Darlington Digital Library ,  Image",sources/066.png,1246,1800
67,downloaded public-domain source; crop unreviewed,File:67 Red-winged Starling or Marsh Blackbird.jpg,8721286,https://commons.wikimedia.org/wiki/File:67_Red-winged_Starling_or_Marsh_Blackbird.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/67_Red-winged_Starling_or_Marsh_Blackbird.jpg/1920px-67_Red-winged_Starling_or_Marsh_Blackbird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/0/0f/67_Red-winged_Starling_or_Marsh_Blackbird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,9c0bda522555892cf27966b69649f6e7dd0da90c,aeff65b003dcf0e109eaac0f1f132804111c0cc869825f1aebf9f0d881edeb4a,987a9bf49c3f1f8e173aaee15e0e216a043fa4fec2d7003792947aa44ff11b12,Public domain,,John James Audubon,University of Pittsburgh,sources/067.png,1246,1800
69,downloaded public-domain source; crop unreviewed,File:69 Bay-breasted Warbler.jpg,8721357,https://commons.wikimedia.org/wiki/File:69_Bay-breasted_Warbler.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/69_Bay-breasted_Warbler.jpg/1920px-69_Bay-breasted_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/8/8c/69_Bay-breasted_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,ee79fc0780d2ae948312243f54b9e6970178e751,fd2e62162882e17779aa52740f844d8cd31298cdb49157f3d38b98517a802b49,a863c46eb56d2f7d06ef113060688dc3f809fe2579d8ea5553e325675dd11f31,Public domain,,John James Audubon,University of Pittsburgh,sources/069.png,1246,1800
73,downloaded public-domain source; crop unreviewed,File:73 Wood Thrush.jpg,8727037,https://commons.wikimedia.org/wiki/File:73_Wood_Thrush.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/73_Wood_Thrush.jpg/1920px-73_Wood_Thrush.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/9/9a/73_Wood_Thrush.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4700cafde1b87f7e89b688439e935e8c4d9aad43,f156d08f8a1644d10dbd7ecb61850bb89379b24ee84536d915733dca27a410cb,c0ffa657ded6d7950fe163bfa937889009eb7cab8e3813417335cdde14b50cc6,Public domain,,John James Audubon,University of Pittsburgh,sources/073.png,1244,1800
74,downloaded public-domain source; crop unreviewed,File:74 Indigo Bird.jpg,8727063,https://commons.wikimedia.org/wiki/File:74_Indigo_Bird.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/74_Indigo_Bird.jpg/1920px-74_Indigo_Bird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/2/2a/74_Indigo_Bird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,b23b3c26a22d60c0ec84e21ffecd72ae38160e03,2979c1354f3b6ca729e7d5f0c0856be970ceab24cf229f743a6df1d290a01758,b48c5734d447a5bf5e9c1a870c3595da0960601e7392dc95371612eb5ea06dd8,Public domain,,John James Audubon,University of Pittsburgh,sources/074.png,1244,1800
76,downloaded public-domain source; crop unreviewed,File:76 Virginian Partridge.jpg,8733027,https://commons.wikimedia.org/wiki/File:76_Virginian_Partridge.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/76_Virginian_Partridge.jpg/1920px-76_Virginian_Partridge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/7/7c/76_Virginian_Partridge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,de7957ed254f5792aa890f66ac2b1de57591eb4b,2e2e928a48df9505d85c5482d2818c5490f8bed05207b13af3b72fe86945892e,4c2198a3d851b90b6fc695495ef59b4a269367c4e23835fc2b20d2067384d623,Public domain,,John James Audubon,University of Pittsburgh,sources/076.png,1800,1248
77,downloaded public-domain source; crop unreviewed,File:77 Belted Kingfisher.jpg,8733028,https://commons.wikimedia.org/wiki/File:77_Belted_Kingfisher.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/77_Belted_Kingfisher.jpg/1920px-77_Belted_Kingfisher.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/5/57/77_Belted_Kingfisher.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,600c5df238ffbabb7c9ea8b06d2647549fecb52d,81938bdfbe4d3babd99010dcacef07144599254190b98dca27d07d82e7c007bb,b9382f5507920b23ba912f78c94cedaa786b3b4c3fb05c33715e02bbf8e35d6a,Public domain,,John James Audubon,University of Pittsburgh,sources/077.png,1244,1800
78,downloaded public-domain source; crop unreviewed,File:78 Great Carolina Wren.jpg,8733031,https://commons.wikimedia.org/wiki/File:78_Great_Carolina_Wren.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/78_Great_Carolina_Wren.jpg/1920px-78_Great_Carolina_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/f/f9/78_Great_Carolina_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,8145130da9d1ed864fe5e45a78db142e5e0b856d,de6ab0239fa51b4f3a188825235a7b403118f66c90a6be84ba65492f710ae166,497c988ddab2bd0f69c0f2c3c6dd87a6a4d070264af3a8cbbb3912715c552a98,Public domain,,John James Audubon,University of Pittsburgh,sources/078.png,1248,1800
79,downloaded public-domain source; crop unreviewed,File:79 Tyrant Fly-catcher.jpg,8727112,https://commons.wikimedia.org/wiki/File:79_Tyrant_Fly-catcher.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/79_Tyrant_Fly-catcher.jpg/1920px-79_Tyrant_Fly-catcher.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/7/75/79_Tyrant_Fly-catcher.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,21a00197d97772adbe67392ac2414877f00d43b7,c94ed8320777596c912dae4e45bdd70e78f13f2659a16aa00e00a9b4b4ec119a,d038962b39d355b75f977f6df476bca5dd893e12ff0375afb549ef2fe4b20dab,Public domain,,John James Audubon,University of Pittsburgh,sources/079.png,1245,1800
83,downloaded public-domain source; crop unreviewed,File:83 House Wren.jpg,8727259,https://commons.wikimedia.org/wiki/File:83_House_Wren.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/83_House_Wren.jpg/1920px-83_House_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/8/8a/83_House_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,e68454434ac189061fa60b0b59d3a72d90fd667e,89c1adacf61d76c2ef008fe0b18b9dc8573816a6895a0c700c00b3a7f466fc02,8df93a79ba77895d3c11984da0356e69291e8775d64622598d9a0e55036b64b7,Public domain,,John James Audubon,University of Pittsburgh,sources/083.png,1244,1800
85,downloaded public-domain source; crop unreviewed,File:85 Yellow Throated Warbler.jpg,8733037,https://commons.wikimedia.org/wiki/File:85_Yellow_Throated_Warbler.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/85_Yellow_Throated_Warbler.jpg/1920px-85_Yellow_Throated_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/2/23/85_Yellow_Throated_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,d2735fe10a738d54f682cb6c3b5163357c3d47c5,dbd6977185b3dd9d8a6cb5e745449ef61122def67353947e25bdad7b86a926cd,da5b34fdcf2c785e9ab207f32f9b5b0b40e9034b0982085773e672689bb4f60c,Public domain,,John James Audubon,University of Pittsburgh,sources/085.png,1249,1800
89,downloaded public-domain source; crop unreviewed,File:89 Nashville Warbler.jpg,8733041,https://commons.wikimedia.org/wiki/File:89_Nashville_Warbler.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/89_Nashville_Warbler.jpg/1920px-89_Nashville_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/e/e6/89_Nashville_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,9f9a9c2d77a056e8c25f3f1a20b7a936df6bb426,bc5090b9b50b3a35c424a33c191a02a8a67cac2c92d7d177cffb3aee6e6fc8d7,6f80d3fa4822475da0d1238a9e6c4610ae49695a1f1059f0eb41304aa4711698,Public domain,,John James Audubon,University of Pittsburgh,sources/089.png,1249,1800
90,downloaded public-domain source; crop unreviewed,File:90 Black & White Creeper.jpg,8733042,https://commons.wikimedia.org/wiki/File:90_Black_%26_White_Creeper.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/90_Black_%26_White_Creeper.jpg/1920px-90_Black_%26_White_Creeper.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/b/b6/90_Black_%26_White_Creeper.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1fd9541498668ef0f3562b808c437dae7bc686eb,a9ca2e75ccfd8236675ba090dac1bd7c3e6168218d9421b538df4168b3f7c35f,f2b3f9e6c3276512d64d243b518dbe75879f7340fe914a9d1a57a3c4ebd30ed9,Public domain,,John James Audubon,University of Pittsburgh,sources/090.png,1248,1800
91,downloaded public-domain source; crop unreviewed,File:91 Broad-winged Hawk.jpg,8733043,https://commons.wikimedia.org/wiki/File:91_Broad-winged_Hawk.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/91_Broad-winged_Hawk.jpg/1920px-91_Broad-winged_Hawk.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/7/71/91_Broad-winged_Hawk.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,b2dff9e9263a76a95239b40d2ef4bd0af5ddc9cc,953d5533c0ce728fc87372bf8e7eb86a0acc43fe4c191d462115f079cfe0182f,2c7317d3003a6c73bfbc90449ecaf875dd5f20b9cc33173efed1f7883ce2ecf8,Public domain,,John James Audubon,University of Pittsburgh,sources/091.png,1245,1800
97,downloaded public-domain source; crop unreviewed,File:97 Little Screech Owl.jpg,8733052,https://commons.wikimedia.org/wiki/File:97_Little_Screech_Owl.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/97_Little_Screech_Owl.jpg/1920px-97_Little_Screech_Owl.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/d/d4/97_Little_Screech_Owl.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,542f276dc27f0d9a8ca70cef6f5b1ba0bfd246ea,8adf8d6f1a99fc48ea2c0b9a3d0ae1a05e695e01a0ae85f73b2adbaf1dd1364d,ce0419f34185d6e063ac96fce3997272ec99b54b82e2304693393aa08d99d251,Public domain,,John James Audubon,University of Pittsburgh,sources/097.png,1246,1800
99,downloaded public-domain source; crop unreviewed,File:99 Cow-pen Bird.jpg,8733055,https://commons.wikimedia.org/wiki/File:99_Cow-pen_Bird.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/99_Cow-pen_Bird.jpg/1920px-99_Cow-pen_Bird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/d/d7/99_Cow-pen_Bird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,68abb18cf32f29cea1a3a1c3a305b467c8150983,868383f69fdb3bd073e1e5c8e7d843c759f9e94dea7f355c52d3ac36fca97943,9fb32271abe8ff93ad2ee332e882574b7fcde73f4d0be6e688fafa67495e967d,Public domain,,John James Audubon,University of Pittsburgh,sources/099.png,1800,1246
100,downloaded public-domain source; crop unreviewed,File:100 Marsh Wren.jpg,8733057,https://commons.wikimedia.org/wiki/File:100_Marsh_Wren.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/100_Marsh_Wren.jpg/1920px-100_Marsh_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/d/df/100_Marsh_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,65acda46965aebff73bc0f5c9fc131c0a1bc4585,29c6e1319aa049ffddb6a2a44758465f0c08d295851791bdd8dc8c9c487b2590,5682fc96a0b46273be200ad62ddbc5ee6815bc363b63a66845cc6eeec0842615,Public domain,,John James Audubon,University of Pittsburgh,sources/100.png,1236,1800
103,downloaded public-domain source; crop unreviewed,File:103 Canada Warbler.jpg,8750885,https://commons.wikimedia.org/wiki/File:103_Canada_Warbler.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/103_Canada_Warbler.jpg/1920px-103_Canada_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/a/a5/103_Canada_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3fa2deea842d9fd7a3aa4973a22e0e62774ca202,ba69b0b556a85bcb3422063660dae4eac3eb2bb5ff181d6fc3227e603aa4628a,b6dc77ce78d9ebfe5b2b9aaa511d80904d14f7b6d6a1571d0e78fcb7fb2bd038,Public domain,,John James Audubon,University of Pittsburgh,sources/103.png,1251,1800
104,downloaded public-domain source; crop unreviewed,File:104 Chipping Sparrow.jpg,8750900,https://commons.wikimedia.org/wiki/File:104_Chipping_Sparrow.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/104_Chipping_Sparrow.jpg/1920px-104_Chipping_Sparrow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/8/86/104_Chipping_Sparrow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,49e0451383c5e83237b5f7a604cc63abc5d4835e,c5cdb6b1bbb627db9ae8db9392ea2ea5e3de6a61049739f31505e462d7542ff6,7269d4467ab2f324875746c2a036b42a7de5dd82e3d2c9e853fded952ec7c95c,Public domain,,John James Audubon,University of Pittsburgh,sources/104.png,1254,1800
105,downloaded public-domain source; crop unreviewed,File:105 Red-breasted Nuthatch.jpg,8750918,https://commons.wikimedia.org/wiki/File:105_Red-breasted_Nuthatch.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/105_Red-breasted_Nuthatch.jpg/1920px-105_Red-breasted_Nuthatch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/b/b3/105_Red-breasted_Nuthatch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,bf6be9a277c512f457e0d9adef3c205d59009b64,b9f407c211fc4915acfac244097cfe49762128241c916840e23738e34cd3afce,455cdf8eeefedadbea09c313e10827d5278fbd8367e7d00077aec653ca9eecb7,Public domain,,John James Audubon,University of Pittsburgh,sources/105.png,1251,1800
106,downloaded public-domain source; crop unreviewed,File:106 Black Vulture or Carrion Crow.jpg,8826929,https://commons.wikimedia.org/wiki/File:106_Black_Vulture_or_Carrion_Crow.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/106_Black_Vulture_or_Carrion_Crow.jpg/1920px-106_Black_Vulture_or_Carrion_Crow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/d/db/106_Black_Vulture_or_Carrion_Crow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3f4fb141f1e25be14a4e482cb636f50a4767fa69,9d70809a25bdddfb2f17d6b75f0d9e8dd19010c740967585425ea748ebddf4b2,9b1502cab213dfe257f79561750ff354d9b23cddf009fda2561ea6ceaaadfef6,Public domain,,John James Audubon,University of Pittsburgh,sources/106.png,1800,1252
110,downloaded public-domain source; crop unreviewed,File:110 Hooded Warbler.jpg,8750958,https://commons.wikimedia.org/wiki/File:110_Hooded_Warbler.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/110_Hooded_Warbler.jpg/1920px-110_Hooded_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/d/d4/110_Hooded_Warbler.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,008fe8d3e107a625ca6a4e628d5a946430051fe9,80349e819ab182fb8aea7c0518f530c55cb5127efc9b821d5d38376f09b46191,cfed093dd44fda4de227e4e3cea580436090858b0834181044424cb815327329,Public domain,,John James Audubon,University of Pittsburgh,sources/110.png,1254,1800
111,downloaded public-domain source; crop unreviewed,File:111 Pileated Woodpecker.jpg,8753386,https://commons.wikimedia.org/wiki/File:111_Pileated_Woodpecker.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/111_Pileated_Woodpecker.jpg/1920px-111_Pileated_Woodpecker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/c/c7/111_Pileated_Woodpecker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,91f8d4d0ca26a26203c87bae2ccd4d5547801394,10632bbdb115b0309ed22aa426ece8d229f90efd53003fa4247f9b5741fded33,e87f573baac735f69746589cc95d3a00f230457910d17665f1f879d874dbab60,Public domain,,John James Audubon,University of Pittsburgh,sources/111.png,1254,1800
112,downloaded public-domain source; crop unreviewed,File:112 Downy Woodpecker.jpg,8750976,https://commons.wikimedia.org/wiki/File:112_Downy_Woodpecker.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/112_Downy_Woodpecker.jpg/1920px-112_Downy_Woodpecker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/a/ad/112_Downy_Woodpecker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,ff1c80507c57c7dd0dec9f5e8b6ceb2c6d1a88e0,bfcad0f4f00c6b550c42f9f62ab2353fb955c2e64b42d583951db29c6ed11003,4710b997b604e0dfeaf09e2ca520b1d34f3f1e077370e4233785e5402d80434e,Public domain,,John James Audubon,University of Pittsburgh,sources/112.png,1252,1800
113,downloaded public-domain source; crop unreviewed,File:113 Blue-bird.jpg,8750986,https://commons.wikimedia.org/wiki/File:113_Blue-bird.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/113_Blue-bird.jpg/1920px-113_Blue-bird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/5/51/113_Blue-bird.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,eb3345bff5ad8c91d5aabf04a006b1ed94aec1c9,99a3e15001ec1389fd9a188b75a152713c355a3b1335e4ad3407a1e3ac03b0d8,038eb04e5c7dee5ac7b5b5e71b000850a3a6e076fa669b50a43a0fe8b6f2412e,Public domain,,John James Audubon,University of Pittsburgh,sources/113.png,1252,1800
114,downloaded public-domain source; crop unreviewed,File:114 White-crowned Sparrow.jpg,8750999,https://commons.wikimedia.org/wiki/File:114_White-crowned_Sparrow.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/114_White-crowned_Sparrow.jpg/1920px-114_White-crowned_Sparrow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://upload.wikimedia.org/wikipedia/commons/8/88/114_White-crowned_Sparrow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,86c23823d58905cb14c2f62d6c4220c2c1843373,9e27c2ae69d1986b856f2fc258a852becfe68be66c91a213999382b4ba2dd015,c4d0c9e12c2a9b5fbecbdead872d560ef4b90885c4434e713659ca6eb4f09a16,Public domain,,John James Audubon,University of Pittsburgh,sources/114.png,1251,1800
